norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
5->4->3->2->1





19999, 1.24938726, 0.36043957, 1.24938726               1.24795473, 1.24789953, 1.24786568
{'graph_norm_type': 'adjacency', 'pair_norm_type': 'laplacian', 'pair_dis_type': 'cosine', 'pair_trunc': 0, 'norm_power': [-0.5], 'norm_power_len': [-20], 'nclass': 5, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 0.0005, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.2, 'norm': 'none', 'nonlinear': 'GELU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'False', 'dataset': 'chameleon', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(127.6690, grad_fn=<MulBackward0>) tensor(160.1926, grad_fn=<MulBackward0>)




















19984, 0.80333167, 0.53186816, 0.80333167               0.78020996, 0.78003091, 0.77929914
19985, 0.78787392, 0.54065937, 0.78787392               0.78020996, 0.78003091, 0.77929914
19986, 0.80155921, 0.55164838, 0.80155921               0.78020996, 0.78003091, 0.77929914
19987, 0.79876572, 0.53626376, 0.79876572               0.78020996, 0.78003091, 0.77929914
19988, 0.79150867, 0.53626376, 0.79150867               0.78020996, 0.78003091, 0.77929914
19989, 0.79351151, 0.53186816, 0.79351151               0.78020996, 0.78003091, 0.77929914
19990, 0.80546767, 0.54725277, 0.80546767               0.78020996, 0.78003091, 0.77929914
19991, 0.81353718, 0.51868135, 0.81353718               0.78020996, 0.78003091, 0.77929914
19992, 0.79705501, 0.53406596, 0.79705501               0.78020996, 0.78003091, 0.77929914
19993, 0.79292226, 0.53846157, 0.79292226               0.78020996, 0.78003091, 0.77929914
19994, 0.81569862, 0.53186816, 0.81569862               0.78020996, 0.78003091, 0.77929914
19995, 0.81898540, 0.55604398, 0.81898540               0.78020996, 0.78003091, 0.77929914
19996, 0.81586564, 0.52087915, 0.81586564               0.78020996, 0.78003091, 0.77929914
19997, 0.81558394, 0.52087915, 0.81558394               0.78020996, 0.78003091, 0.77929914
19998, 0.80220854, 0.55384618, 0.80220854               0.78020996, 0.78003091, 0.77929914
19999, 0.80683988, 0.51648355, 0.80683988               0.78020996, 0.78003091, 0.77929914
{'graph_norm_type': 'adjacency', 'pair_norm_type': 'adjacency', 'pair_dis_type': 'cosine', 'pair_trunc': -40, 'norm_power': [-0.5, -0.4, -0.3, -0.2, -0.1], 'norm_power_len': [-40, -40, -40, -40, -40], 'nclass': 5, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 0.0005, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.2, 'norm': 'none', 'nonlinear': 'GELU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'False', 'dataset': 'chameleon', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(104.1640, grad_fn=<MulBackward0>) tensor(79.2743, grad_fn=<MulBackward0>)






19978, 0.83772564, 0.54725277, 0.83772564               0.83307487, 0.83298337, 0.83254504
19979, 0.83708870, 0.54285717, 0.83708870               0.83307487, 0.83298337, 0.83254504
19980, 0.83647794, 0.52967036, 0.83647794               0.83307487, 0.83298337, 0.83254504
19981, 0.83666694, 0.54065937, 0.83666694               0.83307487, 0.83298337, 0.83254504
19982, 0.83619481, 0.53626376, 0.83619481               0.83307487, 0.83298337, 0.83254504
19983, 0.83533210, 0.53186816, 0.83533210               0.83307487, 0.83298337, 0.83254504
19984, 0.83567572, 0.54725277, 0.83567572               0.83307487, 0.83298337, 0.83254504
19985, 0.83502293, 0.54505497, 0.83502293               0.83307487, 0.83298337, 0.83254504
19986, 0.83497775, 0.54065937, 0.83497775               0.83307487, 0.83298337, 0.83254504
19987, 0.83472210, 0.54285717, 0.83472210               0.83307487, 0.83298337, 0.83254504
19988, 0.83413827, 0.53406596, 0.83413827               0.83307487, 0.83298337, 0.83254504
19989, 0.83412111, 0.54285717, 0.83412111               0.83307487, 0.83298337, 0.83254504
19990, 0.83401096, 0.55164838, 0.83401096               0.83307487, 0.83298337, 0.83254504
19991, 0.83361763, 0.53846157, 0.83361763               0.83307487, 0.83298337, 0.83254504
19992, 0.83340204, 0.53406596, 0.83340204               0.83307487, 0.83298337, 0.83254504
19993, 0.83343983, 0.54065937, 0.83343983               0.83307487, 0.83298337, 0.83254504
19994, 0.83326769, 0.53846157, 0.83326769               0.83307487, 0.83298337, 0.83254504
19995, 0.83322138, 0.53626376, 0.83322138               0.83307487, 0.83298337, 0.83254504
19996, 0.83360797, 0.54505497, 0.83360797               0.83307487, 0.83298337, 0.83254504
19997, 0.83463615, 0.53846157, 0.83463615               0.83307487, 0.83298337, 0.83254504
19998, 0.83731115, 0.55384618, 0.83731115               0.83307487, 0.83298337, 0.83254504
19999, 0.84264851, 0.52967036, 0.84264851               0.83307487, 0.83298337, 0.83254504
